name,region,rating,kd,maps,kost,kpr,srv,plants,profile_url
SERX,APAC,0.92,58-68 (-10),8,63%,0.64,24%,4,https://siege.gg/players/3894-serx
MentalistC,APAC,0.91,38-52 (-14),8,63%,0.44,40%,8,https://siege.gg/players/951-mentalistc
Forrest,APAC,0.91,140-168 (-28),22,60%,0.56,32%,18,https://siege.gg/players/1318-forrest
RAIO,APAC,0.91,27-32 (-5),4,62%,0.68,20%,0,https://siege.gg/players/1736-raio
Rappz,APAC,0.91,260-315 (-55),39,63%,0.60,27%,14,https://siege.gg/players/2000-rappz
Dash,APAC,0.91,201-244 (-43),29,63%,0.62,24%,11,https://siege.gg/players/2268-d4sh
Rovi,APAC,0.91,112-130 (-18),16,61%,0.60,30%,5,https://siege.gg/players/2418-rovi
Ape,APAC,0.91,112-128 (-16),16,58%,0.65,25%,1,https://siege.gg/players/2926-ape
CroqSon,APAC,0.91,60-69 (-9),9,63%,0.64,26%,0,https://siege.gg/players/3175-croqson
CANDLE,APAC,0.91,13-14 (-1),2,50%,0.81,12%,0,https://siege.gg/players/3470-candle
DUCAGN,APAC,0.91,31-36 (-5),4,56%,0.70,18%,1,https://siege.gg/players/3522-ducagn
bbySharKK,APAC,0.91,204-234 (-30),28,60%,0.62,28%,1,https://siege.gg/players/3667-bbysharkk
AZuKi,APAC,0.91,74-87 (-13),11,59%,0.67,20%,2,https://siege.gg/players/3713-azuki
VICBANDS,APAC,0.91,45-56 (-11),6,62%,0.60,25%,0,https://siege.gg/players/3751-vicbands
Vrionx,APAC,0.91,87-103 (-16),13,60%,0.63,25%,0,https://siege.gg/players/3896-vrionx
LUCKI,APAC,0.91,20-23 (-3),3,65%,0.57,34%,0,https://siege.gg/players/3931-lucki
AurK11,APAC,0.91,49-70 (-21),11,66%,0.44,37%,13,https://siege.gg/players/3997-aurk11
Hoi,APAC,0.91,67-83 (-16),11,67%,0.60,25%,1,https://siege.gg/players/3998-hoi
Mity,APAC,0.9,109-131 (-22),16,56%,0.64,22%,1,https://siege.gg/players/122-mity
Kendrew,APAC,0.9,56-71 (-15),9,66%,0.57,27%,4,https://siege.gg/players/152-kendrew
Panbazou,APAC,0.9,31-38 (-7),4,60%,0.65,20%,0,https://siege.gg/players/1860-panbazou
GMZ,APAC,0.9,144-164 (-20),18,58%,0.71,19%,1,https://siege.gg/players/1870-gmz
AsK,APAC,0.9,95-107 (-12),13,55%,0.68,23%,0,https://siege.gg/players/2258-ask
Hat,APAC,0.9,53-56 (-3),6,54%,0.71,25%,2,https://siege.gg/players/3105-hat
Tuhan,APAC,0.9,57-67 (-10),8,62%,0.70,18%,1,https://siege.gg/players/3160-tuhan
Playxr,APAC,0.9,52-61 (-9),8,57%,0.63,25%,1,https://siege.gg/players/3226-playxr
FelipoX,APAC,0.89,174-219 (-45),29,61%,0.54,32%,9,https://siege.gg/players/1660-felipox
Wizard,APAC,0.89,165-187 (-22),25,58%,0.61,30%,0,https://siege.gg/players/2645-wizard
SNEKY,APAC,0.89,35-43 (-8),5,59%,0.59,27%,0,https://siege.gg/players/3915-sneky
KUBAJZSKI,APAC,0.89,68-77 (-9),9,61%,0.66,25%,0,https://siege.gg/players/3964-kubajzski
HUNGRY,APAC,0.88,22-27 (-5),4,61%,0.52,35%,2,https://siege.gg/players/37-hungry
Nafe,APAC,0.88,56-69 (-13),9,60%,0.60,25%,1,https://siege.gg/players/1703-nathan
Kixhro,APAC,0.88,42-46 (-4),6,57%,0.71,22%,0,https://siege.gg/players/2829-kixhro
Mephi,APAC,0.88,69-86 (-17),11,58%,0.59,26%,1,https://siege.gg/players/2933-mephi
DARKEYSS,APAC,0.88,93-103 (-10),13,53%,0.66,26%,1,https://siege.gg/players/3137-darkeyss
YLEQI,APAC,0.88,54-63 (-9),7,59%,0.63,26%,1,https://siege.gg/players/3900-yleqi
THEASER,APAC,0.88,54-71 (-17),9,61%,0.56,26%,2,https://siege.gg/players/3948-theaser
EWZY,APAC,0.88,40-43 (-3),6,57%,0.68,27%,0,https://siege.gg/players/3972-ewzy
live,APAC,0.87,25-34 (-9),4,57%,0.56,24%,3,https://siege.gg/players/1108-live
RIN,APAC,0.87,78-94 (-16),11,59%,0.67,19%,2,https://siege.gg/players/2517-rin
TYRANT,APAC,0.87,63-76 (-13),9,56%,0.64,22%,1,https://siege.gg/players/2840-tyrant
Seal,APAC,0.87,67-78 (-11),11,52%,0.61,29%,1,https://siege.gg/players/3274-seal
MHAGR,APAC,0.87,28-32 (-4),4,55%,0.62,28%,0,https://siege.gg/players/3643-mhagr
ZENOO,APAC,0.87,27-35 (-8),4,61%,0.61,20%,1,https://siege.gg/players/3770-zenoo
D0MANTAS,APAC,0.87,103-128 (-25),14,55%,0.65,19%,0,https://siege.gg/players/3841-d0mantas
Logger,APAC,0.87,87-104 (-17),13,56%,0.63,25%,0,https://siege.gg/players/3897-logger
VOID.NN,APAC,0.87,34-41 (-7),5,55%,0.58,30%,4,https://siege.gg/players/3909-voidnn
DEMoZ,APAC,0.87,79-95 (-16),12,60%,0.59,29%,3,https://siege.gg/players/4003-demoz
ReJo1ce,APAC,0.87,63-77 (-14),10,55%,0.63,23%,1,https://siege.gg/players/4011-rejo1ce
Hotancold,APAC,0.86,156-213 (-57),26,61%,0.52,28%,25,https://siege.gg/players/79-hotancold
Psycho,APAC,0.86,97-121 (-24),15,56%,0.59,26%,2,https://siege.gg/players/92-psycho
R4re,APAC,0.86,102-124 (-22),15,59%,0.63,23%,2,https://siege.gg/players/2253-r4re
Dotz,APAC,0.86,234-313 (-79),39,60%,0.52,30%,19,https://siege.gg/players/2264-dootz
Ar7hr,APAC,0.86,165-237 (-72),30,61%,0.48,30%,32,https://siege.gg/players/2267-ar7hr
MENGO,APAC,0.86,64-81 (-17),9,58%,0.62,21%,2,https://siege.gg/players/2850-mengo
Nuxxga,APAC,0.86,61-97 (-36),13,62%,0.43,31%,14,https://siege.gg/players/2859-nuxxga
Dov2hkiin,APAC,0.86,81-98 (-17),13,57%,0.57,31%,2,https://siege.gg/players/2866-dov2hkiin
SOUZAA,APAC,0.86,22-31 (-9),4,48%,0.59,16%,0,https://siege.gg/players/3030-souzaa
CADENT,APAC,0.86,103-135 (-32),16,61%,0.55,27%,1,https://siege.gg/players/3167-cadent
MOLVER,APAC,0.86,39-47 (-8),6,56%,0.60,27%,0,https://siege.gg/players/3880-molver
MajorKi,APAC,0.86,56-73 (-17),10,54%,0.60,21%,3,https://siege.gg/players/3984-major
KarTy,APAC,0.86,78-98 (-20),12,58%,0.58,26%,3,https://siege.gg/players/4004-karty
Canadian,APAC,0.85,163-242 (-79),31,63%,0.47,30%,15,https://siege.gg/players/49-canadian
SpiriTz,APAC,0.85,26-35 (-9),4,60%,0.54,27%,3,https://siege.gg/players/1995-spiritz
kondz,APAC,0.85,149-200 (-51),26,58%,0.54,27%,9,https://siege.gg/players/2278-kondzz
CTZN,APAC,0.84,51-67 (-16),9,63%,0.55,27%,0,https://siege.gg/players/357-ctzn
LINKOO,APAC,0.84,160-210 (-50),26,57%,0.59,23%,7,https://siege.gg/players/2422-linkoo
BJL,APAC,0.84,33-59 (-26),6,68%,0.44,21%,6,https://siege.gg/players/3456-bjl
AREZ7,APAC,0.84,19-26 (-7),4,52%,0.56,23%,0,https://siege.gg/players/3702-arez7
Franklin,APAC,0.84,54-84 (-30),9,65%,0.48,25%,9,https://siege.gg/players/3750-franlin
HAXZAO,APAC,0.84,31-37 (-6),4,59%,0.70,15%,0,https://siege.gg/players/3875-haxzao
HANNI,APAC,0.84,23-33 (-10),3,50%,0.64,8%,1,https://siege.gg/players/3934-hanni
Eddy,APAC,0.83,38-46 (-8),6,54%,0.64,22%,0,https://siege.gg/players/2830-eddy
MR6OTLAW,APAC,0.83,108-136 (-28),15,50%,0.67,16%,1,https://siege.gg/players/3045-mr6otlaw
TOASTER,APAC,0.83,15-20 (-5),2,56%,0.60,20%,1,https://siege.gg/players/3764-toaster
KAIINX7,APAC,0.83,44-56 (-12),6,52%,0.68,13%,0,https://siege.gg/players/3797-kaiinx7
EVAN,APAC,0.83,84-137 (-53),17,62%,0.44,28%,20,https://siege.gg/players/3803-evan
HELLAMOB,APAC,0.83,89-121 (-32),16,58%,0.55,25%,4,https://siege.gg/players/3954-hellamob
Souffle,APAC,0.82,62-85 (-23),11,59%,0.56,22%,0,https://siege.gg/players/1986-souffle
RYCE,APAC,0.82,66-115 (-49),15,63%,0.38,33%,19,https://siege.gg/players/2107-ryce
JOEGOR,APAC,0.82,68-86 (-18),11,51%,0.62,21%,3,https://siege.gg/players/3612-joegor
RAWA,APAC,0.82,58-77 (-19),9,54%,0.56,25%,2,https://siege.gg/players/3819-rawa
BEUSTER,APAC,0.82,32-51 (-19),5,61%,0.48,23%,6,https://siege.gg/players/3839-beuster
RWZ9,APAC,0.82,25-35 (-10),4,59%,0.68,5%,0,https://siege.gg/players/3892-rwz9
Rioter,APAC,0.82,48-72 (-24),10,61%,0.48,28%,8,https://siege.gg/players/4012-rioter
Yoggah,APAC,0.8,111-157 (-46),18,55%,0.55,22%,4,https://siege.gg/players/348-yoggah
PALADIIN,APAC,0.8,23-33 (-10),4,48%,0.62,10%,1,https://siege.gg/players/3032-paladiin
KY,APAC,0.8,54-76 (-22),10,56%,0.58,18%,0,https://siege.gg/players/3987-ky
IONZ,APAC,0.79,44-73 (-29),8,63%,0.49,18%,1,https://siege.gg/players/3757-ionz
R4UL,APAC,0.79,34-48 (-14),5,54%,0.56,21%,1,https://siege.gg/players/3882-r4ul
STOAXY,APAC,0.79,33-46 (-13),5,52%,0.56,22%,0,https://siege.gg/players/3908-stoaxy
P4,APAC,0.78,39-64 (-25),9,57%,0.45,26%,4,https://siege.gg/players/979-p4
JONAXYZ,APAC,0.78,37-51 (-14),5,50%,0.61,16%,0,https://siege.gg/players/3776-jonaxyz
VALEN,APAC,0.78,29-46 (-17),5,57%,0.49,22%,2,https://siege.gg/players/3913-valen
MARECKX,APAC,0.78,18-28 (-10),4,57%,0.43,33%,0,https://siege.gg/players/3971-mareckx
KIRsy,APAC,0.78,26-37 (-11),5,44%,0.60,13%,1,https://siege.gg/players/3977-kirsay
nesk,APAC,0.77,11-17 (-6),2,52%,0.58,10%,0,https://siege.gg/players/97-nesk
NERF,APAC,0.77,25-44 (-19),5,53%,0.37,34%,9,https://siege.gg/players/3182-nerf
V11,APAC,0.77,24-48 (-24),5,60%,0.39,21%,8,https://siege.gg/players/3778-v11
AGMOLI,APAC,0.77,34-61 (-27),7,60%,0.43,23%,3,https://siege.gg/players/3939-agmoli
IT,APAC,0.77,31-46 (-15),6,56%,0.62,8%,1,https://siege.gg/players/3975-it
ion,APAC,0.76,91-131 (-40),15,46%,0.55,20%,0,https://siege.gg/players/130-ion
Miracle,APAC,0.76,78-124 (-46),15,54%,0.48,23%,3,https://siege.gg/players/868-miracle
Pacbull,APAC,0.76,21-32 (-11),4,57%,0.50,23%,0,https://siege.gg/players/1707-pacbull
MILANO,APAC,0.76,42-69 (-27),7,58%,0.49,19%,4,https://siege.gg/players/1861-milano
SKEPTIC,APAC,0.76,69-121 (-52),16,57%,0.42,27%,9,https://siege.gg/players/2304-skeptic
INRYO,APAC,0.76,6-12 (-6),2,62%,0.38,25%,1,https://siege.gg/players/2324-inryo
Stemp,APAC,0.76,79-117 (-38),13,50%,0.57,15%,3,https://siege.gg/players/2783-stemp
DRKZINN,APAC,0.76,61-94 (-33),11,56%,0.52,19%,1,https://siege.gg/players/3774-drkzinn
Dominic,APAC,0.76,55-78 (-23),10,53%,0.59,16%,2,https://siege.gg/players/3985-dominic
J1ahao,APAC,0.76,54-76 (-22),10,55%,0.58,18%,0,https://siege.gg/players/3986-j1ahao
coted,APAC,0.75,56-93 (-37),11,58%,0.48,20%,3,https://siege.gg/players/2516-coted
GWZH,APAC,0.75,21-33 (-12),4,57%,0.47,26%,0,https://siege.gg/players/3345-gwzh
LENDA,APAC,0.74,30-50 (-20),6,56%,0.47,21%,0,https://siege.gg/players/1390-lenda
Flastry,APAC,0.74,21-32 (-11),4,53%,0.47,28%,0,https://siege.gg/players/2650-flastry
KRONK,APAC,0.74,20-28 (-8),3,47%,0.56,22%,0,https://siege.gg/players/3473-kronk
CENTIR,APAC,0.74,31-47 (-16),6,49%,0.53,20%,2,https://siege.gg/players/3480-centir
GUIZI,APAC,0.74,10-18 (-8),2,63%,0.45,18%,0,https://siege.gg/players/3700-guizi
RASH,APAC,0.74,56-90 (-34),11,54%,0.48,23%,4,https://siege.gg/players/3772-rash
FOCAL,APAC,0.73,29-47 (-18),6,54%,0.49,20%,0,https://siege.gg/players/3022-focal
RAZAH,APAC,0.73,9-14 (-5),2,52%,0.47,26%,0,https://siege.gg/players/3518-razah
Hauva,APAC,0.73,36-74 (-38),9,57%,0.38,21%,6,https://siege.gg/players/3732-hauva
Relaes,APAC,0.73,46-68 (-22),8,52%,0.56,17%,0,https://siege.gg/players/3855-relaes
KAMIKAZE,APAC,0.72,8-16 (-8),2,57%,0.42,15%,1,https://siege.gg/players/93-kamikaze
XROYALE,APAC,0.72,18-33 (-15),4,55%,0.40,26%,1,https://siege.gg/players/3346-xroyale
JULIANOBORGES,APAC,0.72,15-25 (-10),4,50%,0.50,16%,0,https://siege.gg/players/3783-julianoborges
COXAH,APAC,0.72,6-9 (-3),2,50%,0.60,10%,0,https://siege.gg/players/3893-coxah
GAVRUNNIN,APAC,0.72,12-18 (-6),2,47%,0.52,21%,0,https://siege.gg/players/3926-gavrunnin
Shed,APAC,0.7,21-42 (-21),5,62%,0.39,22%,0,https://siege.gg/players/3098-shedpog
FERRAZ,APAC,0.7,20-35 (-15),4,52%,0.48,16%,1,https://siege.gg/players/3887-ferraz
NARUSAS,APAC,0.7,19-32 (-13),4,48%,0.51,13%,1,https://siege.gg/players/3891-narusas
WZHEKA,APAC,0.7,30-47 (-17),6,49%,0.55,14%,0,https://siege.gg/players/3961-wzheka
KIIOXZ,APAC,0.7,27-45 (-18),6,47%,0.49,18%,1,https://siege.gg/players/3962-kiioxz
LULI,APAC,0.69,16-30 (-14),4,54%,0.38,28%,0,https://siege.gg/players/3024-luli
MZJIIN,APAC,0.68,31-49 (-18),6,43%,0.56,10%,0,https://siege.gg/players/3960-mzjiin
IO0MagNETic,APAC,0.67,3-5 (-2),1,44%,0.33,44%,0,https://siege.gg/players/3988-io0magnetic
GOOSENA,APAC,0.64,27-47 (-20),5,42%,0.46,20%,0,https://siege.gg/players/3911-goosena
ANNIKA,APAC,0.62,40-84 (-44),9,42%,0.38,20%,2,https://siege.gg/players/3674-annika
Fishoguy,APAC,0.61,29-68 (-39),8,48%,0.35,17%,2,https://siege.gg/players/547-fishoguy
SIRILOID,APAC,0.61,12-30 (-18),4,47%,0.29,28%,0,https://siege.gg/players/3968-siriloid
Miracle,APAC,0.61,17-31 (-14),4,44%,0.47,13%,0,https://siege.gg/players/3978-miracle
SWITY,APAC,0.58,16-34 (-18),4,42%,0.40,15%,1,https://siege.gg/players/3889-swity
Oblivionis,APAC,0.58,33-73 (-40),9,50%,0.39,13%,0,https://siege.gg/players/3983-oblivionis
MIGHTFR,APAC,0.57,25-51 (-26),6,38%,0.45,7%,1,https://siege.gg/players/3958-mightfr
ZEPHIR,APAC,0.55,6-15 (-9),2,35%,0.35,11%,1,https://siege.gg/players/20-zephir
EXIGE,APAC,0.55,7-20 (-13),2,48%,0.28,20%,1,https://siege.gg/players/3485-exige
YXSHIRAU,APAC,0.55,16-34 (-18),4,44%,0.42,10%,1,https://siege.gg/players/3959-yxshirau
DUDUCRVG,APAC,0.49,15-36 (-21),4,40%,0.38,10%,0,https://siege.gg/players/3794-duducrvg
Chichoo,APAC,0.47,17-38 (-21),5,28%,0.40,9%,0,https://siege.gg/players/3974-chichoo
AMERICANOWTF,APAC,0.46,9-31 (-22),4,37%,0.24,16%,1,https://siege.gg/players/3890-americanowtf
TYSI,APAC,0.42,4-15 (-11),2,37%,0.25,6%,0,https://siege.gg/players/3762-tysi
FROZEN,APAC,0.41,4-15 (-11),2,31%,0.25,6%,0,https://siege.gg/players/1818-frozen
NEONLIGHT,APAC,0.38,7-22 (-15),2,30%,0.30,4%,0,https://siege.gg/players/3927-neonlight
SOS,APAC,0.3,11-46 (-35),6,26%,0.22,8%,0,https://siege.gg/players/3976-sos
Sitto,APAC,0.2,5-29 (-24),4,24%,0.17,0%,0,https://siege.gg/players/3973-sitto
Direction,KR,1.44,94-42 (+52),8,80%,1.08,51%,1,https://siege.gg/players/2788-direction
VEXISS,KR,1.43,47-20 (+27),4,76%,1.12,52%,0,https://siege.gg/players/3970-vexiss
Aiden,KR,1.34,127-73 (+54),12,74%,1.03,40%,3,https://siege.gg/players/3749-aiden
DiasLucas,KR,1.29,78-43 (+35),8,81%,0.86,52%,0,https://siege.gg/players/2191-diaslucas
GUTTERO,KR,1.29,25-16 (+9),2,76%,1.00,36%,0,https://siege.gg/players/3957-guttero
txonly,KR,1.28,104-66 (+38),10,76%,0.96,38%,2,https://siege.gg/players/3873-txonly
JOWKKAEBI,KR,1.26,44-29 (+15),4,69%,1.05,30%,0,https://siege.gg/players/3250-jowkkaebi
HASAQUI,KR,1.26,118-84 (+34),12,71%,0.98,30%,0,https://siege.gg/players/3876-hasaqui
OnJuly,KR,1.24,76-47 (+29),8,73%,0.87,45%,1,https://siege.gg/players/2791-onjuly
fxrias,KR,1.24,162-110 (+52),15,68%,1.02,30%,1,https://siege.gg/players/3036-fxrias
MoonL1ght,KR,1.24,90-60 (+30),9,70%,0.94,37%,0,https://siege.gg/players/3866-moonl1ght
YaaaaZ,KR,1.24,79-50 (+29),9,77%,0.82,47%,0,https://siege.gg/players/3869-yaz
Rival,KR,1.22,83-55 (+28),8,77%,0.89,40%,0,https://siege.gg/players/3471-rival
POZO,KR,1.22,144-99 (+45),14,72%,0.91,37%,0,https://siege.gg/players/3832-pozo
ARK,KR,1.22,89-63 (+26),7,65%,1.03,26%,3,https://siege.gg/players/3901-ark
Romeo,KR,1.21,71-49 (+22),6,70%,1.00,30%,0,https://siege.gg/players/2781-mrzll
Snake,KR,1.21,87-59 (+28),8,69%,0.94,36%,0,https://siege.gg/players/2984-snake
Woogiman,KR,1.2,107-83 (+24),11,74%,0.91,29%,2,https://siege.gg/players/2515-woogiman
BUMPY,KR,1.2,40-31 (+9),4,67%,1.00,22%,1,https://siege.gg/players/3780-bumpy
DRILLZ,KR,1.2,64-46 (+18),5,64%,0.96,31%,0,https://siege.gg/players/3813-drillz
Legacy,KR,1.19,300-225 (+75),30,70%,0.87,34%,8,https://siege.gg/players/3527-legacy
Ambi,KR,1.18,317-242 (+75),31,69%,0.92,30%,9,https://siege.gg/players/3498-ambi
Creedz,KR,1.18,86-67 (+19),9,70%,0.88,31%,1,https://siege.gg/players/3499-creedz
PYROXZ,KR,1.18,171-127 (+44),16,68%,0.92,31%,2,https://siege.gg/players/3603-pyroxz
dan,KR,1.17,98-68 (+30),10,68%,0.90,37%,0,https://siege.gg/players/358-dan
Paluh,KR,1.17,368-273 (+95),39,68%,0.82,39%,3,https://siege.gg/players/680-paluh
EXER,KR,1.17,22-18 (+4),2,64%,0.88,28%,2,https://siege.gg/players/3496-exer
CRAZY,KR,1.16,41-31 (+10),4,68%,0.91,31%,1,https://siege.gg/players/1250-crazy
IVAN,KR,1.16,169-126 (+43),16,63%,0.91,32%,1,https://siege.gg/players/3210-ivan
Mcie,KR,1.16,78-62 (+16),9,75%,0.81,35%,3,https://siege.gg/players/3500-mcie
Robby,KR,1.16,73-57 (+16),9,67%,0.84,34%,2,https://siege.gg/players/3504-robby
TWEEDY,KR,1.16,52-42 (+10),5,69%,0.88,28%,1,https://siege.gg/players/3916-tweedy
Noa,KR,1.15,357-277 (+80),36,66%,0.87,32%,14,https://siege.gg/players/2895-noaurz
Stompn,KR,1.15,210-161 (+49),22,68%,0.84,35%,5,https://siege.gg/players/3752-stompn
Ra3LGuN,KR,1.15,69-55 (+14),9,76%,0.72,42%,7,https://siege.gg/players/3867-ra3lgun
ALAGARTE,KR,1.15,75-60 (+15),8,72%,0.86,31%,0,https://siege.gg/players/3877-alagarte
Gaveni,KR,1.14,257-212 (+45),26,70%,0.86,29%,5,https://siege.gg/players/3108-gaveni
GHOSTRIDDIK,KR,1.14,144-114 (+30),15,64%,0.87,30%,2,https://siege.gg/players/3807-ghostriddik
rockstarKa,KR,1.14,81-59 (+22),10,65%,0.75,45%,5,https://siege.gg/players/3871-ka
Shaiiko,KR,1.13,280-216 (+64),30,66%,0.88,32%,3,https://siege.gg/players/308-shaiiko
Handyy,KR,1.13,362-272 (+90),37,64%,0.89,33%,6,https://siege.gg/players/2822-handy
SELIMSHADY,KR,1.13,82-64 (+18),9,68%,0.85,33%,1,https://siege.gg/players/3946-selimshady
Future,KR,1.13,89-67 (+22),10,63%,0.89,33%,4,https://siege.gg/players/4008-future
soulz,KR,1.12,312-241 (+71),37,68%,0.77,40%,5,https://siege.gg/players/1386-soulz1
Kheyze,KR,1.12,283-220 (+63),29,64%,0.87,32%,1,https://siege.gg/players/2255-kheyze
Freq,KR,1.12,73-60 (+13),9,68%,0.84,31%,1,https://siege.gg/players/2383-notfreq
Gruby,KR,1.12,309-251 (+58),34,65%,0.86,30%,3,https://siege.gg/players/2688-gruby
Songla,KR,1.12,101-82 (+19),11,65%,0.90,26%,0,https://siege.gg/players/3272-songla
epic,KR,1.12,144-111 (+33),15,67%,0.83,35%,1,https://siege.gg/players/3741-epic
SHIFT.,KR,1.12,84-70 (+14),9,68%,0.82,32%,8,https://siege.gg/players/3820-shift
AKIREX,KR,1.12,56-47 (+9),5,70%,0.92,22%,1,https://siege.gg/players/3884-akirex
SHOXL,KR,1.12,76-62 (+14),9,66%,0.79,35%,2,https://siege.gg/players/3947-shoxl
Maia,KR,1.11,93-78 (+15),10,65%,0.85,29%,1,https://siege.gg/players/2276-maia
Reeps96,KR,1.11,145-110 (+35),16,62%,0.84,36%,2,https://siege.gg/players/2790-reeps96
RQNKR,KR,1.11,157-129 (+28),17,65%,0.82,32%,3,https://siege.gg/players/3510-rqnkr
Lyda,KR,1.11,83-66 (+17),10,67%,0.77,38%,6,https://siege.gg/players/3872-lyda
Lian,KR,1.11,105-91 (+14),12,65%,0.74,35%,7,https://siege.gg/players/3980-lian
VITAKING,KR,1.1,303-260 (+43),37,67%,0.75,35%,17,https://siege.gg/players/2323-vitaking
jume,KR,1.1,343-288 (+55),37,66%,0.83,30%,5,https://siege.gg/players/2381-jume
peres,KR,1.1,126-102 (+24),13,65%,0.89,27%,2,https://siege.gg/players/2654-peres
volpz,KR,1.1,333-274 (+59),35,65%,0.81,33%,10,https://siege.gg/players/2667-volpz
AZIAN,KR,1.1,147-121 (+26),15,64%,0.85,30%,1,https://siege.gg/players/3104-azian
Guto,KR,1.1,119-100 (+19),13,65%,0.84,29%,0,https://siege.gg/players/3131-guto
KIRU,KR,1.1,98-79 (+19),9,65%,0.87,30%,1,https://siege.gg/players/3459-kiru
ROTHERMEL,KR,1.1,34-31 (+3),3,66%,0.94,13%,0,https://siege.gg/players/3929-rothermel
BEAZR,KR,1.1,12-11 (+1),2,68%,0.63,42%,1,https://siege.gg/players/3932-beazr
GLOCK,KR,1.1,68-58 (+10),7,62%,0.85,27%,1,https://siege.gg/players/3937-glock
Arcox,KR,1.1,51-44 (+7),6,69%,0.74,36%,2,https://siege.gg/players/3993-arcox
bottomLove,KR,1.1,59-48 (+11),8,73%,0.68,44%,5,https://siege.gg/players/4006-bottomlove
Gunnar,KR,1.09,236-203 (+33),26,67%,0.79,32%,6,https://siege.gg/players/2393-gunnar
Solotov,KR,1.09,284-240 (+44),32,66%,0.87,26%,1,https://siege.gg/players/2623-solotov
Hashasky,KR,1.09,110-94 (+16),13,66%,0.78,33%,0,https://siege.gg/players/2784-hashaky
Hovenherst,KR,1.09,135-111 (+24),16,66%,0.78,35%,1,https://siege.gg/players/2924-hovenherst
DINIZ,KR,1.09,31-30 (+1),4,73%,0.74,28%,3,https://siege.gg/players/3197-diniz
GODVILLE,KR,1.09,74-61 (+13),8,62%,0.82,32%,1,https://siege.gg/players/3451-godville
NIKKES,KR,1.09,114-93 (+21),12,65%,0.82,33%,2,https://siege.gg/players/3860-nikkes
SOLO.,KR,1.09,90-73 (+17),9,65%,0.80,35%,3,https://siege.gg/players/3861-solo
DNAMITE,KR,1.09,86-69 (+17),9,66%,0.83,33%,0,https://siege.gg/players/3963-dnamite
SDGundam,KR,1.09,78-71 (+7),10,69%,0.78,29%,0,https://siege.gg/players/4009-owo
BlaZ,KR,1.08,192-167 (+25),23,66%,0.77,32%,12,https://siege.gg/players/366-blaz
Deapek,KR,1.08,72-62 (+10),9,64%,0.77,34%,3,https://siege.gg/players/467-deapek
Benjamaster,KR,1.08,247-202 (+45),28,64%,0.80,34%,3,https://siege.gg/players/1607-benjamaster
Gotti,KR,1.08,81-65 (+16),10,66%,0.75,39%,1,https://siege.gg/players/2518-gotti
Nayqo,KR,1.08,67-74 (-7),10,69%,0.61,32%,12,https://siege.gg/players/3397-nayqo
Bae,KR,1.08,263-225 (+38),28,66%,0.80,31%,1,https://siege.gg/players/3411-bae
ZONKEY,KR,1.08,62-54 (+8),6,64%,0.83,28%,1,https://siege.gg/players/3463-zonkey
MIKEW,KR,1.08,227-196 (+31),26,70%,0.78,32%,3,https://siege.gg/players/3465-mikew
LUNAR,KR,1.08,50-45 (+5),5,71%,0.85,23%,0,https://siege.gg/players/3482-lunar
Sarks,KR,1.08,38-32 (+6),4,59%,0.90,23%,0,https://siege.gg/players/3708-sarks
AlxPrs,KR,1.08,143-132 (+11),15,67%,0.83,23%,0,https://siege.gg/players/3742-alxprs
LIKE,KR,1.08,90-75 (+15),11,64%,0.80,33%,5,https://siege.gg/players/3999-like
Kanzen,KR,1.07,252-222 (+30),28,66%,0.77,32%,6,https://siege.gg/players/1805-kanzenkyari
J9O,KR,1.07,273-235 (+38),33,69%,0.74,36%,1,https://siege.gg/players/1810-j9o
mitrix,KR,1.07,156-136 (+20),18,67%,0.80,30%,4,https://siege.gg/players/2782-mitrix
ICAH,KR,1.07,68-58 (+10),8,70%,0.78,33%,2,https://siege.gg/players/2786-icah
Nuers,KR,1.07,299-255 (+44),33,67%,0.81,30%,1,https://siege.gg/players/2935-nuers
Leadr,KR,1.07,124-110 (+14),18,71%,0.64,43%,11,https://siege.gg/players/3156-leadr
Ashn,KR,1.07,266-239 (+27),30,68%,0.79,28%,4,https://siege.gg/players/3258-ashn
Terd,KR,1.07,129-109 (+20),16,65%,0.75,36%,1,https://siege.gg/players/3277-terdsta
ELI,KR,1.07,121-108 (+13),15,67%,0.70,37%,1,https://siege.gg/players/3565-eli
Rexhun,KR,1.07,37-28 (+9),4,57%,0.88,33%,0,https://siege.gg/players/3735-rexhun
VULSPUR,KR,1.07,231-194 (+37),26,62%,0.79,33%,2,https://siege.gg/players/3763-vulspur
SNEAK,KR,1.07,46-39 (+7),5,66%,0.85,27%,0,https://siege.gg/players/3805-sneak
J9KRR,KR,1.07,61-50 (+11),7,67%,0.76,37%,0,https://siege.gg/players/3809-j9krr
TTODYZ,KR,1.07,32-29 (+3),4,69%,0.76,30%,1,https://siege.gg/players/3888-ttodyz
pino,KR,1.06,193-170 (+23),25,65%,0.71,37%,6,https://siege.gg/players/872-pino
LikEfac,KR,1.06,263-229 (+34),32,63%,0.80,29%,4,https://siege.gg/players/2424-likefac
Daffodil,KR,1.06,108-92 (+16),13,68%,0.77,34%,0,https://siege.gg/players/2956-daffodil
SKARP,KR,1.06,130-120 (+10),16,63%,0.73,32%,12,https://siege.gg/players/3092-skarp
Dodez,KR,1.06,356-312 (+44),39,66%,0.79,30%,7,https://siege.gg/players/3129-dodez
